,Entry,Entry name,Status,Protein names,Gene,Organism,Length,Gene16,PP,gene
514,Q88HF2,Q88HF2_PSEPK,unreviewed,Uncharacterized protein,PP_3407,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),76,PP_3407,PP_3407,PP_3407
82,A0A140FWF2,A0A140FWF2_PSEPK,unreviewed,Cobalt transporter subunit A,cbtA PP_3408,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),228,cbtA,PP_3408,cbtA
378,Q88HF1,Q88HF1_PSEPK,unreviewed,Putative Cobalamin biosynthesis protein cobE,PP_3409,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),129,PP_3409,PP_3409,PP_3409
4761,Q88HF0,Q88HF0_PSEPK,unreviewed,Precorrin-4 C(11)-methyltransferase (EC 2.1.1.133),cobM PP_3410,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),250,cobM,PP_3410,cobM
4434,Q88HE9,Q88HE9_PSEPK,unreviewed,Uncharacterized protein,PP_3411,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),80,PP_3411,PP_3411,PP_3411
4030,Q88HE8,Q88HE8_PSEPK,unreviewed,"DNA-binding response regulator, LuxR family",PP_3412,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),204,PP_3412,PP_3412,PP_3412
4081,Q88HE7,Q88HE7_PSEPK,unreviewed,Histidine kinase (EC 2.7.13.3),PP_3413,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),1093,PP_3413,PP_3413,PP_3413
2431,Q88HE6,Q88HE6_PSEPK,unreviewed,Methyl-accepting chemotaxis transducer/sensory box protein,PP_3414,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),439,PP_3414,PP_3414,PP_3414
3642,Q88HE5,Q88HE5_PSEPK,unreviewed,"Transcriptional regulator, LacI family",PP_3415,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),339,PP_3415,PP_3415,PP_3415
4250,Q88HE4,Q88HE4_PSEPK,unreviewed,Gluconokinase (EC 2.7.1.12),gnuK PP_3416,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),179,gnuK,PP_3416,gnuK
2468,Q88HE3,Q88HE3_PSEPK,unreviewed,D-gluconate transporter,gntT PP_3417,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),450,gntT,PP_3417,gntT
1688,Q88HE2,Q88HE2_PSEPK,unreviewed,Uncharacterized protein,PP_3418,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),100,PP_3418,PP_3418,PP_3418
4369,Q88HE1,Q88HE1_PSEPK,unreviewed,Sigma-54 dependent transcriptional regulator/response regulator,PP_3419,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),475,PP_3419,PP_3419,PP_3419
3543,Q88HE0,Q88HE0_PSEPK,unreviewed,Histidine kinase (EC 2.7.13.3),PP_3420,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),497,PP_3420,PP_3420,PP_3420
2213,Q88HD9,Q88HD9_PSEPK,unreviewed,Histidine kinase (EC 2.7.13.3),PP_3421,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),483,PP_3421,PP_3421,PP_3421
1132,Q88HD8,Q88HD8_PSEPK,unreviewed,Lytic transglycosylase,ltg PP_3422,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),197,ltg,PP_3422,ltg
2919,Q88HD7,Q88HD7_PSEPK,unreviewed,Type II secretion system core protein G,xcpT PP_3423,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),169,xcpT,PP_3423,xcpT
646,Q88HD6,Q88HD6_PSEPK,unreviewed,Type II secretion pathway protein XcpS,xcpS PP_3424,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),403,xcpS,PP_3424,xcpS
3392,Q88HD5,Q88HD5_PSEPK,unreviewed,"Efflux transporter RND family, MFP subunit",PP_3425,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),413,PP_3425,PP_3425,PP_3425
2356,Q88HD4,Q88HD4_PSEPK,unreviewed,Efflux pump membrane transporter,mexF PP_3426,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),1059,mexF,PP_3426,mexF
2188,Q88HD3,Q88HD3_PSEPK,unreviewed,Multidrug efflux RND outer membrane protein OprN,oprN PP_3427,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),471,oprN,PP_3427,oprN
1044,Q88HD2,Q88HD2_PSEPK,unreviewed,TPR_REGION domain-containing protein,PP_3428,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),351,PP_3428,PP_3428,PP_3428
3885,Q88HD1,Q88HD1_PSEPK,unreviewed,Histidine kinase (EC 2.7.13.3),PP_3429,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),538,PP_3429,PP_3429,PP_3429
3880,Q88HD0,Q88HD0_PSEPK,unreviewed,Histidine kinase (EC 2.7.13.3),PP_3430,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),705,PP_3430,PP_3430,PP_3430
3198,Q88HC9,Q88HC9_PSEPK,unreviewed,ThiJ/PfpI family protein,PP_3431,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),228,PP_3431,PP_3431,PP_3431
4466,Q88HC8,Q88HC8_PSEPK,unreviewed,CSS-motif domain-containing protein,PP_3432,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),268,PP_3432,PP_3432,PP_3432
3046,Q88HC7,Q88HC7_PSEPK,unreviewed,4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27),hpd PP_3433,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),358,hpd,PP_3433,hpd
2998,Q88HC6,Q88HC6_PSEPK,unreviewed,Uncharacterized protein,PP_3434,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),35,PP_3434,PP_3434,PP_3434
3434,Q88HC5,Q88HC5_PSEPK,unreviewed,Cyclic-guanylate-specific phosphodiesterase (EC 3.1.4.52),PP_3435,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),528,PP_3435,PP_3435,PP_3435
956,Q88HC4,Q88HC4_PSEPK,unreviewed,Chloramphenicol-sensitive protein,rarD PP_3436,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),295,rarD,PP_3436,rarD
4646,Q88HC3,Q88HC3_PSEPK,unreviewed,Putative transporter,yegH PP_3437,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),523,yegH,PP_3437,yegH
173,Q88HC2,Q88HC2_PSEPK,unreviewed,Uncharacterized protein,PP_3438,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),193,PP_3438,PP_3438,PP_3438
4744,Q88HC1,Q88HC1_PSEPK,unreviewed,"Transcriptional regulator, AraC family",PP_3439,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),282,PP_3439,PP_3439,PP_3439
3348,Q88HC0,Q88HC0_PSEPK,unreviewed,Uncharacterized protein,PP_3440,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),372,PP_3440,PP_3440,PP_3440
1964,Q88HB9,Q88HB9_PSEPK,unreviewed,Uncharacterized protein,PP_3441,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),384,PP_3441,PP_3441,PP_3441
207,Q88HB8,Q88HB8_PSEPK,unreviewed,Uncharacterized protein,PP_3442,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),55,PP_3442,PP_3442,PP_3442
3132,Q88HB7,Q88HB7_PSEPK,unreviewed,Putative glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.59),PP_3443,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),539,PP_3443,PP_3443,PP_3443
4486,Q88HB6,Q88HB6_PSEPK,unreviewed,Glyoxalase family protein,PP_3444,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),159,PP_3444,PP_3444,PP_3444
2814,Q88HB5,Q88HB5_PSEPK,unreviewed,Uncharacterized protein,PP_3445,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),402,PP_3445,PP_3445,PP_3445
3886,Q88HB4,Q88HB4_PSEPK,unreviewed,L-threonine dehydratase (EC 4.3.1.19) (Threonine deaminase),ilvA-I ilvA PP_3446,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),530,ilvA-I,PP_3446,ilvA-I
131,Q88HB3,Q88HB3_PSEPK,unreviewed,Uncharacterized protein,PP_3447,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),143,PP_3447,PP_3447,PP_3447
3611,Q88HB2,Q88HB2_PSEPK,unreviewed,"Bacteriophage N4 receptor, inner membrane subunit",nfrB PP_3448,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),724,nfrB,PP_3448,nfrB
3687,Q88HB1,Q88HB1_PSEPK,unreviewed,Uncharacterized protein,PP_3449,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),143,PP_3449,PP_3449,PP_3449
3982,Q88HB0,Q88HB0_PSEPK,unreviewed,NfrA_C domain-containing protein,PP_3450,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),879,PP_3450,PP_3450,PP_3450
1361,Q88HA9,Q88HA9_PSEPK,unreviewed,Uncharacterized protein,PP_3451,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),279,PP_3451,PP_3451,PP_3451
2269,Q88HA8,Q88HA8_PSEPK,unreviewed,GGDEF domain protein,PP_3452,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),363,PP_3452,PP_3452,PP_3452
3817,Q88HA7,Q88HA7_PSEPK,unreviewed,Histidine kinase (EC 2.7.13.3),PP_3453,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),433,PP_3453,PP_3453,PP_3453
4835,Q88HA6,Q88HA6_PSEPK,unreviewed,Putative transcriptional regulatory protein,PP_3454,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),233,PP_3454,PP_3454,PP_3454
2475,Q88HA5,Q88HA5_PSEPK,unreviewed,Multidrug efflux RND membrane fusion protein,PP_3455,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),391,PP_3455,PP_3455,PP_3455
399,Q88HA4,Q88HA4_PSEPK,unreviewed,Efflux pump membrane transporter,mexB PP_3456,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),1042,mexB,PP_3456,mexB
4940,Q88HA3,MOBA_PSEPK,reviewed,Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase),mobA PP_3457,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),191,mobA,PP_3457,mobA
2090,Q88HA2,Q88HA2_PSEPK,unreviewed,Butyrate--CoA ligase (EC 6.2.1.2),acs PP_3458,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),562,acs,PP_3458,acs
3673,Q88HA1,Q88HA1_PSEPK,unreviewed,"Quinohemoprotein amine dehydrogenase, beta subunit (EC 1.4.9.1) (EC 1.4.99.-)",peaD PP_3459,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),379,peaD,PP_3459,peaD
4978,P0A181,QADG_PSEPK,reviewed,Quinohemoprotein amine dehydrogenase subunit gamma (QH-AmDH) (EC 1.4.99.-) (Quinohemoprotein amine dehydrogenase 9 kDa subunit) (Quinohemoprotein amine dehydrogenase catalytic subunit),qhnDH PP_3460,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),79,peaC,PP_3460,qhnDH 
3995,Q88H99,Q88H99_PSEPK,unreviewed,Quinohemoprotein amine dehydrogenase modification protein,peaB PP_3461,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),476,peaB,PP_3461,peaB
3769,Q88H97,Q88H97_PSEPK,unreviewed,Phenylacetaldehyde dehydrogenase (EC 1.2.1.39),peaE PP_3463,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),497,peaE,PP_3463,peaE
1990,Q88H96,Q88H96_PSEPK,unreviewed,Uncharacterized protein,PP_3464,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),437,PP_3464,PP_3464,PP_3464
2016,Q88H94,Q88H94_PSEPK,unreviewed,"Putative ABC efflux transporter, permease/ATP-binding protein",PP_3466,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),569,PP_3466,PP_3466,PP_3466
3162,Q88H93,Q88H93_PSEPK,unreviewed,Sigma-54 dependent transcriptional regulator,PP_3467,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),636,PP_3467,PP_3467,PP_3467
4501,Q88H92,Q88H92_PSEPK,unreviewed,Uncharacterized protein,PP_3468,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),104,PP_3468,PP_3468,PP_3468
985,Q88H91,Q88H91_PSEPK,unreviewed,Uncharacterized protein,PP_3469,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),322,PP_3469,PP_3469,PP_3469
3396,Q88H90,Q88H90_PSEPK,unreviewed,Uncharacterized protein,PP_3471,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),265,PP_3471,PP_3471,PP_3471
1994,Q88H89,Q88H89_PSEPK,unreviewed,Curli production assembly/transport component CsgG,csgG PP_3472,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),282,csgG,PP_3472,csgG
283,Q88H88,Q88H88_PSEPK,unreviewed,Curli production assembly/transport component CsgF,csgF PP_3473,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),137,csgF,PP_3473,csgF
4656,Q88H87,Q88H87_PSEPK,unreviewed,Curli production assembly/transport component CsgE,PP_3474,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),133,PP_3474,PP_3474,PP_3474
98,Q88H86,Q88H86_PSEPK,unreviewed,"Putative type II secretory pathway, pseudopilin pulG-related signal peptide protein",PP_3475,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),176,PP_3475,PP_3475,PP_3475
3730,Q88H85,Q88H85_PSEPK,unreviewed,Type II secretion system protein G,PP_3476,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),128,PP_3476,PP_3476,PP_3476
3135,Q88H84,Q88H84_PSEPK,unreviewed,Putative secretion type II protein related to protein G,PP_3477,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),159,PP_3477,PP_3477,PP_3477
4792,Q88H83,Q88H83_PSEPK,unreviewed,Putative Secretion protein,PP_3478,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),621,PP_3478,PP_3478,PP_3478
3035,Q88H81,Q88H81_PSEPK,unreviewed,Uncharacterized protein,PP_3480,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),187,PP_3480,PP_3480,PP_3480
1842,Q88H80,Q88H80_PSEPK,unreviewed,Uncharacterized protein,PP_3481,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),180,PP_3481,PP_3481,PP_3481
2585,Q88H79,Q88H79_PSEPK,unreviewed,Uncharacterized protein,PP_3482,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),269,PP_3482,PP_3482,PP_3482
4355,Q88H78,Q88H78_PSEPK,unreviewed,Putative Type II secretion system protein,PP_3483,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),598,PP_3483,PP_3483,PP_3483
4805,Q88H77,Q88H77_PSEPK,unreviewed,Response regulator receiver protein,PP_3484,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),176,PP_3484,PP_3484,PP_3484
941,Q88H76,Q88H76_PSEPK,unreviewed,Uncharacterized protein,PP_3485,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),213,PP_3485,PP_3485,PP_3485
2073,Q88H75,Q88H75_PSEPK,unreviewed,Putative cytochrome c,PP_3486,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),496,PP_3486,PP_3486,PP_3486
3748,Q88H74,Q88H74_PSEPK,unreviewed,Uncharacterized protein,PP_3487,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),221,PP_3487,PP_3487,PP_3487
2310,Q88H73,Q88H73_PSEPK,unreviewed,Sco1/SenC family protein,PP_3488,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),218,PP_3488,PP_3488,PP_3488
4124,Q88H71,Q88H71_PSEPK,unreviewed,Manganese-oxidizing multicopper oxidase (EC 1.16.3.-),mnxG PP_3490,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),1947,mnxG,PP_3490,mnxG
3708,Q88H70,Q88H70_PSEPK,unreviewed,Enoly-coenzyme A hydratase/isomerase family protein,PP_3491,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),357,PP_3491,PP_3491,PP_3491
4173,Q88H69,Q88H69_PSEPK,unreviewed,Short-chain acyl-CoA dehydrogenase (EC 1.3.99.-),PP_3492,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),383,PP_3492,PP_3492,PP_3492
2307,Q88H68,Q88H68_PSEPK,unreviewed,"Transcriptional regulator, LysR family",PP_3493,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),310,PP_3493,PP_3493,PP_3493
2946,Q88H67,Q88H67_PSEPK,unreviewed,Uncharacterized protein,PP_3494,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),86,PP_3494,PP_3494,PP_3494
488,Q88H66,Q88H66_PSEPK,unreviewed,tRNA (Adenine(22)-N(1))-methyltransferase (EC 2.1.1.217),trmK PP_3495,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),230,trmK,PP_3495,trmK
2328,Q88H65,Q88H65_PSEPK,unreviewed,Endoribonuclease L-PSP,PP_3496,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),132,PP_3496,PP_3496,PP_3496
301,Q88H64,Q88H64_PSEPK,unreviewed,Putative peptidase (EC 3.4.-.-),ydcP PP_3497,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),666,ydcP,PP_3497,ydcP
1718,Q88H63,Q88H63_PSEPK,unreviewed,Transposase,PP_3498,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),392,PP_3498,PP_3498,PP_3498
1265,Q88H62,Q88H62_PSEPK,unreviewed,Sigma-54 dependent transcriptional regulator,PP_3503,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),441,PP_3503,PP_3503,PP_3503
876,Q88H61,Q88H61_PSEPK,unreviewed,Uncharacterized protein,PP_3504,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),88,PP_3504,PP_3504,PP_3504
4182,Q88H60,Q88H60_PSEPK,unreviewed,VWFA domain-containing protein,PP_3505,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),196,PP_3505,PP_3505,PP_3505
2640,Q88H59,Q88H59_PSEPK,unreviewed,"Magnesium chelatase, subunit ChII",PP_3506,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),337,PP_3506,PP_3506,PP_3506
2092,Q88H58,Q88H58_PSEPK,unreviewed,Aerobic cobaltochelatase subunit CobN (EC 6.6.1.2),cobN PP_3507,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),1253,cobN,PP_3507,cobN
2476,Q88H57,Q88H57_PSEPK,unreviewed,Protein CobW,cobW PP_3508,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),355,cobW,PP_3508,cobW
2466,Q88H56,Q88H56_PSEPK,unreviewed,Glyoxalase family protein,PP_3509,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),125,PP_3509,PP_3509,PP_3509
1454,Q88H55,Q88H55_PSEPK,unreviewed,Uncharacterized protein,PP_3510,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),119,PP_3510,PP_3510,PP_3510
3105,Q88H54,Q88H54_PSEPK,unreviewed,Branched-chain-amino-acid aminotransferase (EC 2.6.1.42),ilvE PP_3511,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),339,ilvE,PP_3511,ilvE
4187,Q88H53,Q88H53_PSEPK,unreviewed,Uncharacterized protein,PP_3512,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),146,PP_3512,PP_3512,PP_3512
1519,Q88H52,Q88H52_PSEPK,unreviewed,"Transcriptional regulator, LysR family",PP_3513,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),284,PP_3513,PP_3513,PP_3513
2744,Q88H51,Q88H51_PSEPK,unreviewed,5-oxoprolinase B (EC 3.5.2.9),oplB PP_3514,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),581,oplB,PP_3514,oplB
4301,Q88H50,Q88H50_PSEPK,unreviewed,5-oxoprolinase A (EC 3.5.2.9),oplA PP_3515,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),694,oplA,PP_3515,oplA
4056,Q88H49,Q88H49_PSEPK,unreviewed,"Transcriptional regulator, AraC family",PP_3516,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),318,PP_3516,PP_3516,PP_3516
928,Q88H48,Q88H48_PSEPK,unreviewed,Uncharacterized protein,PP_3517,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),297,PP_3517,PP_3517,PP_3517
4453,Q88H47,Q88H47_PSEPK,unreviewed,Uncharacterized protein,PP_3518,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),481,PP_3518,PP_3518,PP_3518
3227,Q88H46,Q88H46_PSEPK,unreviewed,Putative Lipoprotein,PP_3519,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),83,PP_3519,PP_3519,PP_3519
2599,Q88H45,Q88H45_PSEPK,unreviewed,Uncharacterized protein,PP_3520,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),239,PP_3520,PP_3520,PP_3520
1734,Q88H44,Q88H44_PSEPK,unreviewed,EamA domain-containing protein,PP_3521,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),290,PP_3521,PP_3521,PP_3521
786,Q88H43,Q88H43_PSEPK,unreviewed,Uncharacterized protein,PP_3522,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),140,PP_3522,PP_3522,PP_3522
3519,Q88H42,Q88H42_PSEPK,unreviewed,Uncharacterized protein,PP_3523,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),118,PP_3523,PP_3523,PP_3523
4529,Q88H41,Q88H41_PSEPK,unreviewed,PLDc_N domain-containing protein,PP_3524,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),110,PP_3524,PP_3524,PP_3524
3384,Q88H40,Q88H40_PSEPK,unreviewed,Uncharacterized protein,PP_3525,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),159,PP_3525,PP_3525,PP_3525
4278,Q88H39,Q88H39_PSEPK,unreviewed,"Transcriptional regulator, AraC family",PP_3526,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),335,PP_3526,PP_3526,PP_3526
980,Q88H38,Q88H38_PSEPK,unreviewed,"Transcriptional regulator, TetR family",PP_3527,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),227,PP_3527,PP_3527,PP_3527
1597,Q88H37,Q88H37_PSEPK,unreviewed,"Putative ABC transporter, periplasmic substrate-binding protein",PP_3528,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),328,PP_3528,PP_3528,PP_3528
412,Q88H36,Q88H36_PSEPK,unreviewed,Dimethyl-sulfide monooxygenase (EC 1.14.-.-),dmoA-II PP_3529,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),454,dmoA-II,PP_3529,dmoA-II
2884,Q88H35,Q88H35_PSEPK,unreviewed,Putative S-ureidoglycine aminohydrolase (EC 3.5.3.-),allE PP_3530,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),278,allE,PP_3530,allE
2201,Q88H34,Q88H34_PSEPK,unreviewed,START domain-containing protein,PP_3531,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),199,PP_3531,PP_3531,PP_3531
565,Q88H33,Q88H33_PSEPK,unreviewed,"Transcriptional regulator, AsnC family",PP_3532,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),140,PP_3532,PP_3532,PP_3532
20,Q88H32,OCD_PSEPK,reviewed,Ornithine cyclodeaminase (OCD) (EC 4.3.1.12),ocd PP_3533,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),350,PP_3533,PP_3533,ocd 
3699,Q88H31,Q88H31_PSEPK,unreviewed,"Transcriptional regulator, LysR family",PP_3534,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),293,PP_3534,PP_3534,PP_3534
2871,Q88H30,Q88H30_PSEPK,unreviewed,Putative gamma-glutamyltransferase,PP_3535,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),596,PP_3535,PP_3535,PP_3535
